IRICategoryId,IRIUPC,UPCName,Category,SubCategory,ParentCompany,Manufacturer,IRIUPC_SixDigit,IRIUPC_EightDigit,IRIUPC_NineDigit,IRIUPC_TenDigit,IRIUPC_TenDigitV2,IRIUPC_ElevenDigit,IRIUPC_ElevenDigitV2,LastUpdatedUserId,IsDeleted,LineageID,Modified,Created,IsPepsiCategory,BU,LineExtension,TradeMark,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IRIUPC_SrcEightDigit,IRIUPC_SrcNineDigit,IRIUPC_SrcTenDigit,ItemLaunchWeek,ItemLaunchYear,BrandLaunchWeek,BrandLaunchYear,CustomUSPackage,IRICategoryHead
52,0000002957181,OZARKA NATURAL SPRING WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,002957,00295718,000295718,0000295718,0000029571,00000295718,00000029571,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,OZARKA,OZARKA,N/A,1 CT,33.8,00002957,000029571,0000295718,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
53,0000002957211,OZARKA NATURAL SPRING WATER PLASTIC BOTTLE 1 CT 50.7 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,002957,00295721,000295721,0000295721,0000029572,00000295721,00000029572,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,OZARKA,OZARKA,N/A,1 CT,50.7,00002957,000029572,0000295721,Wk - 07-17-16,2016,Before 2013,Before 2013,PLASTIC BOTTLE,
54,0000002958171,OZARKA NATURAL WATER NR PLASTIC BOTTLE 24 CT 405.6 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,002958,00295817,000295817,0000295817,0000029581,00000295817,00000029581,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,OZARKA,OZARKA,N/A,24 CT,16.9,00002958,000029581,0000295817,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
55,0000003038451,ICE MOUNTAIN REGULAR SPRING WATER NR PLASTIC BOTTLE 24 CT 405.6 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,003038,00303845,000303845,0000303845,0000030384,00000303845,00000030384,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,ICE MOUNTAIN,ICE MOUNTAIN,N/A,24 CT,16.9,00003038,000030384,0000303845,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
56,0000003110491,RED BULL ENERGY DRINK ORIGINAL LIGHTLY CARBONATED 4 CT 33.6 OZ ,ENERGY DRINKS CMBND,ENERGY,"RED BULL NORTH AMERICA, INC.",RED BULL,003110,00311049,000311049,0000311049,0000031104,00000311049,00000031104,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,RED BULL,RED BULL,N/A,4 CT,8.4,00003110,000031104,0000311049,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
57,0000003277702,KELLOGGS WHOLE GRAN WHT & BRN CRUNCH REGULAR RAISIN 1 CT 18.2 OZ - 0000003277702,RTE CEREAL,RTE CEREAL,KELLOGG CO,KELLOGG CO,003277,00327770,000327770,0000327770,0000032777,00000327770,00000032777,PChaturvedula,True,1975,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
58,0000003430821,POLAND SPRING NATURAL SPRING WATER NR PLASTIC BOTTLE 1 CT 101.4 OZ ,TOTAL WATER,JUG STILL WATER,NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,003430,00343082,000343082,0000343082,0000034308,00000343082,00000034308,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,POLAND SPRING,POLAND SPRING,N/A,1 CT,101.4,00003430,000034308,0000343082,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
59,0000003539202,KELLOGGS RAISIN BRAN WHL GRN WHT WHT BRN FLAKE REGULAR RAISIN 1 CT 13.7 OZ - 0000003539202,RTE CEREAL,RTE CEREAL,KELLOGG CO,KELLOGG CO,003539,00353920,000353920,0000353920,0000035392,00000353920,00000035392,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
60,0000003708404,CLIF NO TRANS FATS OATMEAL RSN WALNUT 1 CT 2.4 OZ ,TOTAL BARS,NUTRITION BARS,CLIF BAR & COMPANY,CLIF,003708,00370840,000370840,0000370840,0000037084,00000370840,00000037084,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,CLIF BAR,CLIF,N/A,1 CT,2.4,00003708,000037084,0000370840,Wk - 04-06-14,2014,Before 2013,Before 2013,NA,
61,0000003827541,POLAND SPRING NATURAL SPRING WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,003827,00382754,000382754,0000382754,0000038275,00000382754,00000038275,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,POLAND SPRING,POLAND SPRING,N/A,1 CT,33.8,00003827,000038275,0000382754,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
62,0000004067451,GLACEAU SMART WATER NATURAL ENHANCED WATER PLASTIC BOTTLE 1 CT 20 OZ ,TOTAL WATER,ENHANCED NJSW (ENJSW),COCA COLA CO,COCA COLA,004067,00406745,000406745,0000406745,0000040674,00000406745,00000040674,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,GLACEAU SMART WATER,GLACEAU SMART WATER,N/A,1 CT,20.0,00004067,000040674,0000406745,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
63,0000004124482,MARTINELLIS GOLD MEDAL APPLE JUICE 1 CT 10 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,S. MARTINELLI & CO,S. MARTINELLI & CO,004124,00412448,000412448,0000412448,0000041244,00000412448,00000041244,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MARTINELLIS GOLD MEDAL,MARTINELLIS,N/A,1 CT,10.0,00004124,000041244,0000412448,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
64,0000004230167,SIDRAL MUNDET SODA APPLE GLASS BOTTLE 24 CT 288 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,IMP INTL INC,IMP INTL INC,004230,00423016,000423016,0000423016,0000042301,00000423016,00000042301,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SIDRAL MUNDET,SIDRAL MUNDET,N/A,24 CT,12.0,00004230,000042301,0000423016,Before 2013,Before 2013,Before 2013,Before 2013,GLASS BOTTLE,
65,0000004273961,NESTLE PURE LIFE NATURAL PURIFIED WATER PLSTC WRPD PLSTC BTL 24 CT 405.6 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,004273,00427396,000427396,0000427396,0000042739,00000427396,00000042739,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,NESTLE PURE LIFE,NESTLE PURE LIFE,N/A,24 CT,16.9,00004273,000042739,0000427396,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
66,0000004311302,DIET MOUNTAIN DEW SODA DEW CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,004311,00431130,000431130,0000431130,0000043113,00000431130,00000043113,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,12 CT,12.0,00004311,000043113,0000431130,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
67,0000004421111,DIET 7 UP SODA LEMON LIME CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,004421,00442111,000442111,0000442111,0000044211,00000442111,00000044211,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,7UP BASE,7UP,N/A,12 CT,12.0,00004421,000044211,0000442111,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
68,0000004542003,PRIVATE LABEL STRAWBERRY SPARKLING WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,TOTAL WATER,SPARKLING/SELTZER WATER,PRIVATE LABEL,PRIVATE LABEL,004542,00454200,000454200,0000454200,0000045420,00000454200,00000045420,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,33.8,00004542,000045420,0000454200,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
69,0000004729431,PURE PROTEIN CHOC PEANUT BUTTER 6 CT 10.58 OZ ,TOTAL BARS,NUTRITION BARS,THE CARLYLE GROUP,BRYNWOOD PARTNERS,004729,00472943,000472943,0000472943,0000047294,00000472943,00000047294,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PURE PROTEIN,PURE PROTEIN,N/A,6 CT,1.7633,00004729,000047294,0000472943,Before 2013,Before 2013,Before 2013,Before 2013,NA,
70,0000004737441,MOUNTAIN DEW SODA DEW PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,004737,00473744,000473744,0000473744,0000047374,00000473744,00000047374,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,1 CT,20.0,00004737,000047374,0000473744,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
71,0000004800771,LAYS POTATO CHIP CLASSIC BAG 10 OZ - 0000004800771,SALTY SNACKS,POTATO CHIPS,PEPSICO INC,FRITO LAY,004800,00480077,000480077,0000480077,0000048007,00000480077,00000048007,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,
72,0000004800831,WAVY LAYS POTATO CHIP REGULAR BAG 10 OZ - 0000004800831,SALTY SNACKS,POTATO CHIPS,PEPSICO INC,FRITO LAY,004800,00480083,000480083,0000480083,0000048008,00000480083,00000048008,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,
73,0000004849902,DIET SNAPPLE PEACH PREPARED TEA GLASS BOTTLE IN BOX 1 CT 16 OZ ,TOTAL RTD TEA,SHELF STABLE RTD TEA,DR PEPPER/SNAPPLE GROUP,DPSG,004849,00484990,000484990,0000484990,0000048499,00000484990,00000048499,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SNAPPLE,SNAPPLE,N/A,1 CT,16.0,00004849,000048499,0000484990,Before 2013,Before 2013,Before 2013,Before 2013,GLASS BOTTLE,
74,0000004904401,COKE CLASSIC SODA COLA NR PLASTIC BOTTLE 6 CT 120 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,COCA COLA CO,COCA COLA,004904,00490440,000490440,0000490440,0000049044,00000490440,00000049044,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,COKE CLASSIC,COKE,N/A,6 CT,20.0,00004904,000049044,0000490440,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
75,0000004904501,DIET COKE SODA COLA NR PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,COCA COLA CO,COCA COLA,004904,00490450,000490450,0000490450,0000049045,00000490450,00000049045,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,COKE CLASSIC,COKE,N/A,1 CT,20.0,00004904,000049045,0000490450,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
76,0000004963401,COKE CLASSIC SODA COLA CAN 6 CT 72 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,COCA COLA CO,COCA COLA,004963,00496340,000496340,0000496340,0000049634,00000496340,00000049634,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,COKE CLASSIC,COKE,N/A,6 CT,12.0,00004963,000049634,0000496340,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
77,0000004976401,SPRITE SODA LEMON LIME NR PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,COCA COLA CO,COCA COLA,004976,00497640,000497640,0000497640,0000049764,00000497640,00000049764,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SPRITE BASE,SPRITE,N/A,1 CT,20.0,00004976,000049764,0000497640,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
78,0000004997701,DASANI NATURAL PURIFIED WATER NR PLASTIC BOTTLE 1 CT 20 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),COCA COLA CO,COCA COLA,004997,00499770,000499770,0000499770,0000049977,00000499770,00000049977,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,DASANI,DASANI,N/A,1 CT,20.0,00004997,000049977,0000499770,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
79,0000005414663,DIET PEPSI SODA COLA PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,005414,00541466,000541466,0000541466,0000054146,00000541466,00000054146,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,1 CT,20.0,00005414,000054146,0000541466,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
80,0000005611751,CANADA DRY SODA GINGER ALE CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,005611,00561175,000561175,0000561175,0000056117,00000561175,00000056117,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,CANADA DRY,CANADA DRY,N/A,12 CT,12.0,00005611,000056117,0000561175,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
81,0000006124162,DIET 7 UP SODA LEMON LIME PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,006124,00612416,000612416,0000612416,0000061241,00000612416,00000061241,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,7UP BASE,7UP,N/A,1 CT,67.6,00006124,000061241,0000612416,Wk - 11-10-13,2013,Before 2013,Before 2013,PLASTIC BOTTLE,
82,0000006124401,7 UP TROPICAL SODA LEMON LIME NR PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,006124,00612440,000612440,0000612440,0000061244,00000612440,00000061244,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,7UP TROPICAL,7UP,N/A,1 CT,67.6,00006124,000061244,0000612440,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
83,0000006741951,KELLOGGS RAISIN BRAN WHL GRN WHT WHT BRN FLAKE REGULAR RAISIN 1 CT 23.5 OZ ,RTE CEREAL,RTE CEREAL,KELLOGG CO,KELLOGG CO,006741,00674195,000674195,0000674195,0000067419,00000674195,00000067419,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,KELLOGGS RAISIN BRAN,KELLOGGS RAISIN BRAN,N/A,1 CT,23.5,00006741,000067419,0000674195,Before 2013,Before 2013,Before 2013,Before 2013,BOX BP,
84,0000006757441,DR PEPPER SODA PEPPER PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,006757,00675744,000675744,0000675744,0000067574,00000675744,00000067574,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DR PEPPER BASE,DR PEPPER,N/A,1 CT,67.6,00006757,000067574,0000675744,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
85,0000006757691,DIET DR PEPPER SODA PEPPER PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,006757,00675769,000675769,0000675769,0000067576,00000675769,00000067576,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DR PEPPER BASE,DR PEPPER,N/A,1 CT,67.6,00006757,000067576,0000675769,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
86,0000006827464,NESTLE PURE LIFE NATURAL PURIFIED WATER PLASTIC BOTTLE 1 CT 16.9 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),NESTLE S.A. (SWITZERLAND),NESTLE WATERS NORTH AMERICA INC,006827,00682746,000682746,0000682746,0000068274,00000682746,00000068274,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,NESTLE PURE LIFE,NESTLE PURE LIFE,N/A,1 CT,16.9,00006827,000068274,0000682746,Wk - 01-19-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
87,0000006890731,GLACEAU SMART WATER NATURAL ENHANCED WATER PLASTIC BOTTLE 1 CT 23.7 OZ ,TOTAL WATER,ENHANCED NJSW (ENJSW),COCA COLA CO,COCA COLA,006890,00689073,000689073,0000689073,0000068907,00000689073,00000068907,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,GLACEAU SMART WATER,GLACEAU SMART WATER,N/A,1 CT,23.7,00006890,000068907,0000689073,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
88,0000006902061,DR PEPPER SODA PEPPER PLASTIC BOTTLE 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,006902,00690206,000690206,0000690206,0000069020,00000690206,00000069020,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DR PEPPER BASE,DR PEPPER,N/A,12 CT,12.0,00006902,000069020,0000690206,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
89,0000006902221,DIET DR PEPPER SODA PEPPER CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,DR PEPPER/SNAPPLE GROUP,DPSG,006902,00690222,000690222,0000690222,0000069022,00000690222,00000069022,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DR PEPPER BASE,DR PEPPER,N/A,12 CT,12.0,00006902,000069022,0000690222,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
90,0000007032761,GENERAL MILLS HONEY NUT CHEERIOS WHOLE GRAIN WHEAT RING HONEY NUT VALUE NOT AVAILABLE 1 CT 21.6 OZ - 0000007032761,RTE CEREAL,RTE CEREAL,GENERAL MILLS INC,GENERAL MILLS,007032,00703276,000703276,0000703276,0000070327,00000703276,00000070327,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
91,0000007066081,CLIF CHOCOLATE CHIP 1 CT 2.4 OZ ,TOTAL BARS,NUTRITION BARS,CLIF BAR & COMPANY,CLIF,007066,00706608,000706608,0000706608,0000070660,00000706608,00000070660,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,CLIF BAR,CLIF,N/A,1 CT,2.4,00007066,000070660,0000706608,Wk - 11-17-13,2013,Before 2013,Before 2013,NA,
92,0000007200371,KELLOGGS RICE KRISPIES RICE CRISP TOASTED VALUE NOT AVAILABLE 1 CT 9 OZ - 0000007200371,RTE CEREAL,RTE CEREAL,KELLOGG CO,KELLOGG CO,007200,00720037,000720037,0000720037,0000072003,00000720037,00000072003,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
93,0000007332124,CAFFEINE FREE DIET COKE SODA COLA PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,COCA COLA CO,COCA COLA,007332,00733212,000733212,0000733212,0000073321,00000733212,00000073321,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,COKE CLASSIC,COKE,N/A,1 CT,20.0,00007332,000073321,0000733212,Wk - 12-29-13,2013,Before 2013,Before 2013,PLASTIC BOTTLE,
94,0000007339491,CAFFEINE FREE DIET PEPSI SODA COLA PLST BTL IN FRDG PCK 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,007339,00733949,000733949,0000733949,0000073394,00000733949,00000073394,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,12 CT,12.0,00007339,000073394,0000733949,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
95,0000007404981,KELLOGGS RICE KRISPIES TREATS MARSHMALLOW CRISPY 8 CT 6.2 OZ ,TOTAL BARS,SNACK BARS,KELLOGG CO,KELLOGG CO,007404,00740498,000740498,0000740498,0000074049,00000740498,00000074049,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,KELLOGGS RICE KRISPIES TREATS,KELLOGGS RICE KRISPIES TREATS,N/A,8 CT,0.775,00007404,000074049,0000740498,NOT Qualified,NOT Qualified,Before 2013,Before 2013,NA,
96,0000007840004,HAWAIIAN PUNCH FRUIT JUICY RED DRINK 24 CT 288 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,DR PEPPER/SNAPPLE GROUP,DPSG,007840,00784000,000784000,0000784000,0000078400,00000784000,00000078400,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,HAWAIIAN PUNCH,HAWAIIAN PUNCH,N/A,24 CT,12.00,00007840,000078400,0000784000,,,,,,
97,0000007915981,PRIVATE LABEL NATURAL INFANT WATER PLASTIC JUG 1 CT 128 OZ ,TOTAL WATER,JUG STILL WATER,PRIVATE LABEL,PRIVATE LABEL,007915,00791598,000791598,0000791598,0000079159,00000791598,00000079159,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,128.0,00007915,000079159,0000791598,Before 2013,Before 2013,Before 2013,Before 2013,JUG,
98,0000007929853,EVIAN NATURAL SPRING WATER NR PLASTIC BOTTLE 1 CT 50.7 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),DANONE WATERS OF NORTH AMERICA,DANONE WATERS OF NORTH AMERICA,007929,00792985,000792985,0000792985,0000079298,00000792985,00000079298,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,EVIAN,EVIAN,N/A,1 CT,50.7,00007929,000079298,0000792985,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
99,0000007929871,EVIAN NATURAL SPRING WATER NR PLASTIC BOTTLE 1 CT 33.8 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),DANONE WATERS OF NORTH AMERICA,DANONE WATERS OF NORTH AMERICA,007929,00792987,000792987,0000792987,0000079298,00000792987,00000079298,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,EVIAN,EVIAN,N/A,1 CT,33.8,00007929,000079298,0000792987,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
100,0000007929882,EVIAN NATURAL SPRING WATER PLASTIC BOTTLE 1 CT 16.9 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),DANONE WATERS OF NORTH AMERICA,DANONE WATERS OF NORTH AMERICA,007929,00792988,000792988,0000792988,0000079298,00000792988,00000079298,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,EVIAN,EVIAN,N/A,1 CT,16.9,00007929,000079298,0000792988,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
101,0000008092611,PRIVATE LABEL RASPBERRY BLACKBRY SPARKLING WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,TOTAL WATER,SPARKLING/SELTZER WATER,PRIVATE LABEL,PRIVATE LABEL,008092,00809261,000809261,0000809261,0000080926,00000809261,00000080926,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,33.8,00008092,000080926,0000809261,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
102,0000008092731,PRIVATE LABEL KEY LIME SPARKLING WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,TOTAL WATER,SPARKLING/SELTZER WATER,PRIVATE LABEL,PRIVATE LABEL,008092,00809273,000809273,0000809273,0000080927,00000809273,00000080927,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,33.8,00008092,000080927,0000809273,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
103,0000008254481,AQUAFINA FLAVORSPLASH NATURAL WATER PLASTIC BOTTLE 1 CT 20 OZ ,TOTAL WATER,REG UNFLAVORED NJSW (RUNJSW),PEPSICO INC,PCNA,008254,00825448,000825448,0000825448,0000082544,00000825448,00000082544,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,AQUAFINA FLAVORSPLASH,AQUAFINA,N/A,1 CT,20.0,00008254,000082544,0000825448,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
